sensor_measurement_11,sensor_measurement_4,sensor_measurement_12,sensor_measurement_7,sensor_measurement_15,sensor_measurement_21,sensor_measurement_20,sensor_measurement_2,sensor_measurement_17,sensor_measurement_3,sensor_measurement_8,sensor_measurement_13,sensor_measurement_14,sensor_measurement_9,sensor_measurement_10,sensor_measurement_1,sensor_measurement_19,sensor_measurement_18,sensor_measurement_6,label,dataset_source
47.48,1406.45,522.02,553.75,8.4893,23.2849,38.82,642.5,393,1592.98,2388.14,2388.09,8134.3,9059.32,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1408.81,521.5,553.95,8.4346,23.2738,38.76,642.72,393,1592.6,2388.1,2388.16,8135.51,9049.67,1.3,518.67,100.0,2388,21.61,normal,train
47.58,1403.51,522.4,553.57,8.478,23.335,38.78,642.54,393,1592.56,2388.04,2388.14,8136.34,9056.35,1.3,518.67,100.0,2388,21.61,normal,train
47.75,1403.63,521.71,553.25,8.4353,23.2998,38.77,642.07,394,1592.26,2388.08,2388.09,8136.44,9055.04,1.3,518.67,100.0,2388,21.61,normal,train
47.57,1406.82,521.41,553.6,8.4527,23.379,38.99,642.83,393,1588.47,2388.11,2388.05,8140.63,9057.58,1.3,518.67,100.0,2388,21.61,normal,train
47.49,1408.98,521.73,553.95,8.4306,23.3356,38.88,642.5,391,1591.09,2388.1,2388.05,8133.57,9065.05,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1401.37,521.12,553.37,8.4417,23.2124,38.81,642.69,393,1585.77,2388.09,2388.1,8132.29,9060.23,1.3,518.67,100.0,2388,21.61,normal,train
47.48,1410.33,521.48,552.67,8.4341,23.3123,38.64,642.7,393,1590.85,2388.08,2388.12,8138.39,9052.98,1.3,518.67,100.0,2388,21.61,normal,train
47.58,1403.79,522.14,553.83,8.4328,23.2464,38.79,642.53,392,1588.67,2388.08,2388.08,8138.41,9057.51,1.3,518.67,100.0,2388,21.61,normal,train
47.46,1409.29,521.32,553.13,8.4211,23.2575,39.03,642.72,393,1592.56,2388.2,2388.13,8133.49,9048.51,1.3,518.67,100.0,2388,21.61,normal,train
47.73,1407.56,521.2,553.49,8.4206,23.3875,38.76,642.27,393,1594.68,2388.07,2388.15,8142.2,9058.43,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1405.12,520.99,553.42,8.432,23.3707,38.85,642.38,393,1592.23,2388.09,2388.1,8131.59,9060.43,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1404.22,520.68,553.32,8.4846,23.3681,38.82,642.42,393,1584.19,2388.16,2388.08,8133.15,9054.72,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1408.7,521.98,552.91,8.4416,23.3539,38.82,642.59,391,1587.44,2388.1,2388.14,8143.12,9060.3,1.3,518.67,100.0,2388,21.61,normal,train
47.67,1407.35,521.33,553.75,8.4109,23.2277,38.67,642.37,394,1595.46,2388.11,2388.07,8134.67,9056.97,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1406.28,521.03,553.95,8.4506,23.2347,38.79,642.26,394,1586.61,2388.17,2388.15,8135.35,9063.21,1.3,518.67,100.0,2388,21.61,normal,train
47.36,1407.02,521.65,553.43,8.4345,23.2151,38.74,642.18,393,1589.6,2388.15,2388.06,8134.97,9058.46,1.3,518.67,100.0,2388,21.61,normal,train
47.45,1408.78,521.79,553.37,8.4235,23.2941,38.83,642.92,392,1589.96,2388.07,2388.11,8136.61,9057.41,1.3,518.67,100.0,2388,21.61,normal,train
47.43,1412.84,520.98,553.14,8.4332,23.2502,38.81,642.59,393,1593.67,2388.07,2388.09,8138.75,9054.49,1.3,518.67,100.0,2388,21.61,normal,train
47.58,1412.16,521.3,553.62,8.4688,23.3303,38.87,642.85,395,1585.36,2388.1,2388.12,8135.02,9061.77,1.3,518.67,100.0,2388,21.61,normal,train
47.6,1407.43,521.36,552.77,8.4571,23.3637,38.86,642.96,393,1589.19,2388.06,2388.1,8133.3,9047.72,1.3,518.67,100.0,2388,21.61,normal,train
47.56,1410.39,520.96,552.87,8.4187,23.3659,38.78,642.72,394,1590.54,2388.09,2388.09,8137.91,9059.53,1.3,518.67,100.0,2388,21.61,normal,train
47.57,1410.47,521.14,553.3,8.4566,23.4475,38.76,642.66,391,1588.32,2388.1,2388.07,8137.16,9058.42,1.3,518.67,100.0,2388,21.61,normal,train
47.6,1407.62,520.94,553.19,8.3959,23.3261,38.75,642.56,392,1587.57,2388.05,2388.1,8141.52,9052.97,1.3,518.67,100.0,2388,21.61,normal,train
47.33,1408.72,521.1,553.17,8.4513,23.2289,38.68,642.37,394,1590.12,2388.12,2388.13,8132.9,9060.49,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1406.03,521.63,553.47,8.4465,23.2881,38.47,642.68,392,1592.7,2388.1,2388.11,8135.16,9060.52,1.3,518.67,100.0,2388,21.61,normal,train
47.63,1410.75,521.13,552.96,8.4401,23.3004,38.81,642.47,393,1593.23,2388.06,2388.15,8132.22,9062.99,1.3,518.67,100.0,2388,21.61,normal,train
47.47,1415.9,521.68,553.24,8.438,23.3061,38.91,642.91,392,1589.55,2388.16,2388.15,8136.15,9058.19,1.3,518.67,100.0,2388,21.61,normal,train
47.51,1414.33,521.13,553.38,8.4423,23.3073,38.84,643.17,394,1592.56,2388.08,2388.14,8137.72,9054.7,1.3,518.67,100.0,2388,21.61,normal,train
47.63,1407.07,521.27,553.63,8.4183,23.24,38.65,643.2,393,1584.32,2388.12,2388.09,8135.41,9057.75,1.3,518.67,100.0,2388,21.61,normal,train
47.57,1408.28,521.43,552.78,8.4404,23.2418,38.85,643.17,394,1589.45,2388.14,2388.14,8138.71,9058.49,1.3,518.67,100.0,2388,21.61,normal,train
47.66,1408.34,521.41,552.68,8.4456,23.3015,38.62,642.96,393,1591.53,2388.07,2388.12,8141.38,9052.5,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1414.52,521.46,553.01,8.4151,23.3819,38.66,643.16,391,1589.64,2388.11,2388.12,8134.91,9054.24,1.3,518.67,100.0,2388,21.61,normal,train
47.66,1405.0,521.32,553.62,8.4404,23.3065,38.88,642.58,395,1591.62,2388.11,2388.12,8139.58,9063.02,1.3,518.67,100.0,2388,21.61,normal,train
47.68,1412.58,521.3,552.59,8.4333,23.4173,38.83,642.41,393,1593.96,2388.12,2388.15,8133.56,9067.14,1.3,518.67,100.0,2388,21.61,normal,train
47.53,1410.88,521.55,552.93,8.4041,23.2292,38.84,642.97,394,1594.68,2388.1,2388.12,8132.82,9061.23,1.3,518.67,100.0,2388,21.61,normal,train
47.55,1411.03,521.56,552.78,8.462,23.2819,38.66,642.87,394,1598.59,2388.08,2388.14,8134.49,9060.45,1.3,518.67,100.0,2388,21.61,normal,train
47.57,1404.53,521.12,552.72,8.4329,23.3471,38.83,642.88,393,1587.66,2388.16,2388.08,8140.01,9053.16,1.3,518.67,100.0,2388,21.61,normal,train
47.55,1414.0,521.43,554.4,8.4359,23.2846,38.63,642.17,394,1591.52,2388.11,2388.08,8143.83,9063.79,1.3,518.67,100.0,2388,21.61,normal,train
47.78,1416.24,520.8,552.74,8.4539,23.2862,38.73,642.27,395,1590.26,2388.11,2388.12,8135.93,9061.34,1.3,518.67,100.0,2388,21.61,normal,train
47.52,1403.31,521.81,552.63,8.4501,23.1947,38.81,643.05,394,1590.19,2388.09,2388.15,8140.08,9061.4,1.3,518.67,100.0,2388,21.61,normal,train
47.68,1414.27,521.38,553.0,8.4276,23.282,38.81,642.88,392,1604.56,2388.1,2388.12,8141.63,9062.81,1.3,518.67,100.0,2388,21.61,normal,train
47.67,1410.97,521.34,552.7,8.4498,23.3789,38.86,643.03,392,1588.51,2388.15,2388.14,8133.79,9058.53,1.3,518.67,100.0,2388,21.61,normal,train
47.72,1410.02,521.15,553.2,8.4784,23.2371,38.86,642.77,394,1593.93,2388.12,2388.11,8132.92,9060.36,1.3,518.67,100.0,2388,21.61,normal,train
47.78,1408.09,521.42,553.5,8.4823,23.3245,38.8,642.77,394,1584.2,2388.12,2388.14,8137.55,9061.66,1.3,518.67,100.0,2388,21.61,normal,train
47.54,1414.47,520.56,553.34,8.4858,23.1804,38.94,643.17,393,1594.95,2388.19,2388.06,8144.54,9064.92,1.3,518.67,100.0,2388,21.61,normal,train
47.53,1411.92,520.81,553.14,8.464,23.1816,38.65,642.39,394,1590.68,2388.15,2388.17,8143.74,9059.64,1.3,518.67,100.0,2388,21.61,normal,train
47.61,1416.93,521.13,552.85,8.4626,23.2542,38.65,643.34,394,1586.82,2388.15,2388.12,8138.63,9058.15,1.3,518.67,100.0,2388,21.61,normal,train
47.52,1405.56,521.04,553.64,8.4029,23.3074,38.65,643.35,393,1595.03,2388.13,2388.15,8138.44,9050.99,1.3,518.67,100.0,2388,21.61,normal,train
47.73,1421.42,520.95,552.57,8.4703,23.2332,38.81,642.76,394,1595.07,2388.12,2388.12,8133.23,9061.84,1.3,518.67,100.0,2388,21.61,normal,train
47.58,1414.03,521.42,553.65,8.4873,23.1492,38.72,642.79,394,1589.76,2388.11,2388.14,8135.51,9061.44,1.3,518.67,100.0,2388,21.61,normal,train
47.77,1416.77,520.43,552.67,8.4561,23.3182,38.65,642.96,394,1592.41,2388.12,2388.16,8140.04,9059.03,1.3,518.67,100.0,2388,21.61,normal,train
47.77,1413.34,520.93,553.13,8.4471,23.2637,38.8,642.62,394,1597.4,2388.13,2388.17,8140.23,9062.95,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1411.28,520.88,553.52,8.4438,23.1841,38.86,642.74,394,1589.9,2388.17,2388.2,8135.22,9061.04,1.3,518.67,100.0,2388,21.61,normal,train
47.56,1408.76,520.93,553.33,8.428,23.2828,38.72,642.4,394,1590.06,2388.12,2388.1,8134.14,9060.64,1.3,518.67,100.0,2388,21.61,normal,train
47.71,1420.36,521.62,553.63,8.4812,23.2121,38.74,642.48,396,1582.05,2388.14,2388.13,8138.73,9053.3,1.3,518.67,100.0,2388,21.61,normal,train
47.51,1414.04,520.97,552.96,8.4968,23.1429,38.62,642.74,395,1592.98,2388.07,2388.07,8139.49,9061.14,1.3,518.67,100.0,2388,21.61,normal,train
47.53,1416.29,521.09,553.38,8.4158,23.2603,38.78,642.5,395,1597.06,2388.11,2388.16,8138.64,9063.72,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1415.68,521.31,552.64,8.4558,23.2402,38.67,642.73,394,1599.76,2388.15,2388.12,8140.16,9069.35,1.3,518.67,100.0,2388,21.61,normal,train
47.64,1414.29,521.13,552.67,8.4609,23.2598,38.8,642.37,393,1588.69,2388.1,2388.15,8134.37,9058.94,1.3,518.67,100.0,2388,21.61,normal,train
47.77,1408.63,520.78,552.55,8.4492,23.2889,38.73,642.56,394,1589.79,2388.15,2388.12,8138.69,9060.33,1.3,518.67,100.0,2388,21.61,normal,train
47.86,1412.99,520.92,552.94,8.4759,23.2587,38.8,642.85,395,1590.86,2388.12,2388.04,8137.8,9057.1,1.3,518.67,100.0,2388,21.61,normal,train
47.88,1415.19,520.39,552.96,8.4645,23.2004,38.58,642.96,394,1591.67,2388.15,2388.17,8138.45,9064.08,1.3,518.67,100.0,2388,21.61,normal,train
47.65,1422.18,521.2,552.98,8.4632,23.2158,38.55,642.74,394,1591.84,2388.11,2388.12,8138.08,9062.66,1.3,518.67,100.0,2388,21.61,normal,train
47.68,1406.85,521.06,553.8,8.4387,23.2077,38.78,642.56,394,1594.89,2388.11,2388.18,8135.63,9060.55,1.3,518.67,100.0,2388,21.61,normal,train
47.77,1412.08,520.97,552.93,8.4476,23.1073,38.71,642.88,394,1591.78,2388.11,2388.14,8138.41,9061.66,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1415.18,520.99,552.94,8.4505,23.2532,38.6,643.24,392,1592.6,2388.15,2388.18,8135.78,9068.55,1.3,518.67,100.0,2388,21.61,normal,train
47.72,1406.1,520.98,553.01,8.4977,23.117,38.77,643.15,393,1593.0,2388.14,2388.17,8137.25,9061.32,1.3,518.67,100.0,2388,21.61,normal,train
47.78,1414.21,520.77,552.4,8.4686,23.2366,38.76,642.96,393,1585.65,2388.11,2388.12,8141.48,9062.27,1.3,518.67,100.0,2388,21.61,normal,train
47.62,1413.71,520.53,553.26,8.4588,23.0915,38.86,643.32,395,1599.47,2388.15,2388.13,8141.75,9062.13,1.3,518.67,100.0,2388,21.61,normal,train
47.74,1413.64,520.76,552.76,8.4717,23.1534,38.6,642.65,395,1595.03,2388.15,2388.19,8141.99,9070.82,1.3,518.67,100.0,2388,21.61,normal,train
47.82,1410.38,520.55,552.33,8.4634,23.2818,38.74,642.91,393,1595.86,2388.12,2388.12,8134.82,9058.77,1.3,518.67,100.0,2388,21.61,normal,train
47.67,1416.09,520.27,552.78,8.4777,23.2954,38.61,642.88,394,1603.35,2388.2,2388.14,8142.68,9063.77,1.3,518.67,100.0,2388,21.61,normal,train
47.94,1418.79,520.41,553.2,8.4899,23.2931,38.73,643.07,395,1592.24,2388.18,2388.17,8141.37,9059.8,1.3,518.67,100.0,2388,21.61,normal,train
47.7,1414.27,520.95,552.7,8.4559,23.2727,38.61,642.97,396,1589.3,2388.11,2388.1,8139.96,9063.55,1.3,518.67,100.0,2388,21.61,normal,train
47.73,1416.58,520.43,553.41,8.4716,23.1914,38.74,642.86,394,1600.83,2388.13,2388.15,8135.43,9064.81,1.3,518.67,100.0,2388,21.61,normal,train
47.87,1420.77,520.53,552.36,8.4744,23.3031,38.75,642.85,394,1593.45,2388.16,2388.21,8144.3,9061.63,1.3,518.67,100.0,2388,21.61,normal,train
47.88,1409.52,521.59,552.28,8.4537,23.25,38.76,642.96,394,1589.04,2388.15,2388.12,8142.77,9061.95,1.3,518.67,100.0,2388,21.61,normal,train
47.85,1416.24,520.5,552.27,8.4415,23.193,38.7,642.71,395,1593.79,2388.09,2388.12,8139.91,9065.04,1.3,518.67,100.0,2388,21.61,normal,train
47.8,1421.4,520.26,553.39,8.4922,23.1892,38.87,643.19,394,1593.18,2388.11,2388.23,8138.12,9069.47,1.3,518.67,100.0,2388,21.61,normal,train
47.72,1413.76,520.59,552.09,8.4749,23.3001,38.53,643.3,395,1602.23,2388.12,2388.11,8141.39,9066.62,1.3,518.67,100.0,2388,21.61,normal,train
47.77,1415.2,520.74,552.0,8.4857,23.1449,38.73,642.52,394,1593.16,2388.2,2388.16,8144.54,9068.67,1.3,518.67,100.0,2388,21.61,normal,train
47.91,1416.19,520.16,552.56,8.502,23.1976,38.59,642.84,395,1601.01,2388.15,2388.17,8140.08,9067.6,1.3,518.67,100.0,2388,21.61,normal,train
47.86,1418.5,520.88,552.71,8.5066,23.1783,38.73,642.92,396,1599.22,2388.18,2388.12,8140.46,9065.88,1.3,518.67,100.0,2388,21.61,normal,train
47.71,1421.8,520.71,552.74,8.4958,23.2128,38.85,643.1,396,1598.31,2388.12,2388.16,8139.41,9069.11,1.3,518.67,100.0,2388,21.61,normal,train
47.91,1417.83,520.68,552.31,8.4471,23.0072,38.76,643.48,395,1589.88,2388.24,2388.21,8139.73,9059.58,1.3,518.67,100.0,2388,21.61,normal,train
47.93,1421.42,520.51,553.32,8.4582,23.273,38.6,643.32,395,1599.77,2388.21,2388.13,8135.35,9063.24,1.3,518.67,100.0,2388,21.61,normal,train
47.88,1426.5,520.73,552.71,8.464,23.2071,38.55,642.44,397,1599.32,2388.18,2388.19,8140.33,9067.2,1.3,518.67,100.0,2388,21.61,normal,train
47.86,1417.07,520.47,552.6,8.4644,23.1544,38.67,643.22,395,1599.71,2388.18,2388.13,8141.6,9067.72,1.3,518.67,100.0,2388,21.61,normal,train
47.74,1421.48,520.77,551.64,8.466,23.114,38.46,643.57,394,1596.51,2388.2,2388.11,8134.85,9064.5,1.3,518.67,100.0,2388,21.61,normal,train
47.93,1412.83,520.15,552.95,8.4812,23.1354,38.57,643.67,394,1601.09,2388.14,2388.22,8144.73,9067.71,1.3,518.67,100.0,2388,21.61,normal,train
47.81,1417.53,520.44,552.74,8.4699,23.2896,38.46,643.64,396,1601.01,2388.23,2388.18,8143.83,9066.39,1.3,518.67,100.0,2388,21.61,normal,train
47.73,1427.1,521.19,552.06,8.4935,23.1054,38.61,643.34,392,1599.4,2388.15,2388.19,8145.42,9054.91,1.3,518.67,100.0,2388,21.61,normal,train
47.88,1416.14,520.15,552.01,8.4663,23.1551,38.44,643.15,396,1594.18,2388.18,2388.23,8136.41,9070.58,1.3,518.67,100.0,2388,21.61,normal,train
47.87,1428.24,520.98,552.46,8.4852,23.1607,38.57,643.34,396,1602.08,2388.17,2388.15,8138.05,9067.22,1.3,518.67,100.0,2388,21.61,normal,train
47.93,1418.54,520.65,552.12,8.4851,23.2477,38.64,642.91,395,1608.62,2388.18,2388.17,8138.86,9061.81,1.3,518.67,100.0,2388,21.61,normal,train
47.79,1417.98,521.02,551.45,8.5295,23.1168,38.7,643.29,395,1601.55,2388.2,2388.18,8142.51,9069.31,1.3,518.67,100.0,2388,21.61,normal,train
47.85,1428.54,520.84,552.32,8.5172,23.1598,38.61,643.82,393,1600.94,2388.15,2388.19,8144.59,9071.12,1.3,518.67,100.0,2388,21.61,normal,train
47.92,1413.99,520.94,552.03,8.4821,23.1788,38.58,643.51,396,1595.33,2388.21,2388.17,8140.47,9064.78,1.3,518.67,100.0,2388,21.61,normal,train
48.03,1419.64,520.16,552.52,8.4888,23.1447,38.58,643.43,396,1601.56,2388.21,2388.24,8139.25,9064.74,1.3,518.67,100.0,2388,21.61,normal,train
48.13,1423.31,520.45,551.83,8.5028,23.2297,38.5,643.5,394,1600.37,2388.22,2388.19,8146.04,9068.54,1.3,518.67,100.0,2388,21.61,normal,train
47.91,1425.69,520.05,552.46,8.5092,23.1561,38.73,643.21,393,1591.05,2388.15,2388.21,8140.97,9059.71,1.3,518.67,100.0,2388,21.61,normal,train
47.95,1418.72,520.48,552.27,8.4708,23.2241,38.7,643.73,394,1596.28,2388.18,2388.14,8138.32,9068.24,1.3,518.67,100.0,2388,21.61,failure,train
47.87,1420.58,519.82,551.68,8.5084,23.2222,38.6,643.14,394,1590.44,2388.18,2388.15,8138.09,9064.16,1.3,518.67,100.0,2388,21.61,failure,train
48.0,1425.46,520.77,552.35,8.4763,23.137,38.5,643.26,394,1601.04,2388.22,2388.19,8145.81,9071.81,1.3,518.67,100.0,2388,21.61,failure,train
48.0,1423.02,520.91,552.02,8.5269,23.1215,38.48,643.23,396,1595.06,2388.25,2388.19,8140.36,9068.47,1.3,518.67,100.0,2388,21.61,failure,train
48.11,1417.02,520.13,551.78,8.496,23.1111,38.6,642.97,398,1592.28,2388.15,2388.24,8135.02,9075.63,1.3,518.67,100.0,2388,21.61,failure,train
48.03,1420.88,520.72,552.34,8.4897,23.1538,38.47,643.07,395,1597.94,2388.19,2388.22,8143.33,9063.69,1.3,518.67,100.0,2388,21.61,failure,train
47.99,1421.81,520.35,551.16,8.4472,23.1584,38.41,643.57,396,1596.22,2388.22,2388.19,8135.27,9073.59,1.3,518.67,100.0,2388,21.61,failure,train
47.92,1417.06,520.28,551.91,8.5067,23.1101,38.62,643.67,395,1599.44,2388.19,2388.22,8144.75,9065.93,1.3,518.67,100.0,2388,21.61,failure,train
48.1,1425.25,519.59,552.15,8.4917,23.1374,38.41,643.66,397,1599.37,2388.19,2388.22,8141.07,9063.24,1.3,518.67,100.0,2388,21.61,failure,train
47.88,1419.81,519.82,551.27,8.5116,23.1329,38.53,643.89,394,1596.52,2388.26,2388.14,8142.63,9061.37,1.3,518.67,100.0,2388,21.61,failure,train
48.07,1416.36,520.61,552.22,8.4946,23.0648,38.57,643.32,396,1594.62,2388.21,2388.2,8141.09,9068.3,1.3,518.67,100.0,2388,21.61,failure,train
48.07,1423.25,519.81,551.61,8.508,23.1558,38.42,643.43,396,1602.6,2388.2,2388.19,8139.6,9076.05,1.3,518.67,100.0,2388,21.61,failure,train
48.02,1416.3,520.02,551.87,8.4865,23.1202,38.57,643.01,397,1599.14,2388.16,2388.23,8143.24,9069.61,1.3,518.67,100.0,2388,21.61,failure,train
47.88,1423.84,520.05,552.01,8.475,23.0792,38.45,643.34,397,1592.75,2388.2,2388.18,8140.3,9069.04,1.3,518.67,100.0,2388,21.61,failure,train
47.99,1428.81,520.19,551.54,8.5188,23.0632,38.55,643.24,396,1594.58,2388.26,2388.25,8141.4,9067.99,1.3,518.67,100.0,2388,21.61,failure,train
47.98,1424.22,520.73,552.05,8.4949,23.0989,38.5,643.48,395,1591.28,2388.19,2388.23,8143.73,9073.42,1.3,518.67,100.0,2388,21.61,failure,train
48.11,1420.86,520.27,551.95,8.5024,23.1199,38.41,643.84,396,1592.24,2388.22,2388.23,8144.46,9064.5,1.3,518.67,100.0,2388,21.61,failure,train
48.21,1428.51,520.26,551.75,8.4715,23.1919,38.37,643.13,396,1598.09,2388.15,2388.24,8141.69,9070.76,1.3,518.67,100.0,2388,21.61,failure,train
48.05,1428.1,520.3,551.92,8.4761,23.0053,38.47,643.85,395,1603.01,2388.27,2388.21,8144.13,9069.3,1.3,518.67,100.0,2388,21.61,failure,train
48.16,1429.81,519.72,551.29,8.5615,22.8942,38.55,643.57,396,1602.58,2388.25,2388.22,8143.15,9069.77,1.3,518.67,100.0,2388,21.61,failure,train
48.05,1425.74,519.97,551.35,8.5195,23.1027,38.39,643.72,395,1591.42,2388.22,2388.23,8145.9,9064.41,1.3,518.67,100.0,2388,21.61,failure,train
47.99,1430.58,520.09,551.5,8.5208,23.0722,38.4,643.69,395,1604.73,2388.24,2388.22,8141.0,9064.7,1.3,518.67,100.0,2388,21.61,failure,train
48.03,1430.42,519.14,550.82,8.5124,23.1484,38.38,643.62,397,1598.42,2388.22,2388.28,8136.92,9069.87,1.3,518.67,100.0,2388,21.61,failure,train
48.26,1426.81,519.88,551.5,8.5264,23.072,38.42,643.43,397,1599.78,2388.26,2388.22,8142.85,9068.69,1.3,518.67,100.0,2388,21.61,failure,train
48.14,1432.39,519.99,551.43,8.5336,23.0216,38.5,644.0,395,1602.21,2388.23,2388.23,8144.98,9075.54,1.3,518.67,100.0,2388,21.61,failure,train
48.02,1431.16,520.23,551.52,8.5055,23.0869,38.27,643.88,395,1601.34,2388.25,2388.27,8143.42,9071.86,1.3,518.67,100.0,2388,21.61,failure,train
48.13,1432.65,519.47,551.38,8.5109,23.0965,38.53,643.45,395,1603.59,2388.25,2388.25,8142.08,9075.89,1.3,518.67,100.0,2388,21.61,failure,train
48.08,1426.93,519.49,551.45,8.5158,23.0309,38.3,644.2,396,1603.88,2388.21,2388.2,8140.98,9073.41,1.3,518.67,100.0,2388,21.61,failure,train
48.22,1431.08,519.48,551.14,8.5165,23.1059,38.63,643.62,395,1599.47,2388.22,2388.27,8145.65,9077.86,1.3,518.67,100.0,2388,21.61,failure,train
48.1,1430.52,519.61,551.64,8.5615,23.0118,38.51,644.13,396,1595.57,2388.24,2388.25,8143.74,9075.38,1.3,518.67,100.0,2388,21.61,failure,train
48.17,1432.12,519.18,550.78,8.5022,23.0258,38.36,643.74,397,1599.2,2388.28,2388.24,8144.03,9075.64,1.3,518.67,100.0,2388,21.61,failure,train
47.21,1395.4,522.34,554.31,8.4027,23.3732,38.94,642.01,391,1581.83,2388.04,2388.05,8130.81,9044.3,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1402.05,522.06,554.67,8.4072,23.3984,39.14,641.99,392,1582.99,2388.03,2388.08,8131.43,9049.88,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1403.8,522.66,554.1,8.418,23.4038,38.97,641.9,392,1586.14,2388.07,2388.1,8129.52,9047.9,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1406.16,522.45,554.06,8.4305,23.3398,39.02,642.59,393,1594.96,2388.03,2388.06,8131.14,9042.72,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1406.07,521.56,553.72,8.4265,23.418,38.92,641.89,393,1587.52,2388.03,2388.0,8130.03,9047.37,1.3,518.67,100.0,2388,21.61,normal,train
47.43,1401.05,522.39,553.86,8.3876,23.3886,39.01,642.32,392,1590.17,2387.98,2388.05,8130.17,9047.21,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1398.34,521.82,553.77,8.4383,23.3925,38.77,642.54,392,1583.02,2388.12,2388.12,8126.5,9053.04,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1401.22,522.2,554.02,8.4099,23.3544,39.03,642.73,393,1579.57,2388.09,2388.08,8132.09,9045.21,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1398.52,522.35,554.53,8.4161,23.2468,38.97,641.96,393,1582.75,2388.08,2388.05,8125.16,9045.33,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1403.44,522.16,553.97,8.4523,23.3577,38.94,641.93,392,1598.1,2388.01,2388.04,8125.38,9048.87,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1405.54,521.95,553.65,8.3942,23.4374,38.99,641.95,391,1584.54,2388.1,2388.04,8128.82,9047.44,1.3,518.67,100.0,2388,21.61,normal,train
47.14,1401.88,521.87,553.84,8.4069,23.4323,38.89,641.5,392,1580.53,2388.07,2387.99,8129.84,9040.75,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1403.52,522.11,554.05,8.4081,23.3943,39.04,642.7,392,1586.64,2388.08,2388.11,8127.41,9045.79,1.3,518.67,100.0,2388,21.61,normal,train
47.48,1398.31,521.63,553.41,8.4053,23.3606,39.02,642.07,392,1588.87,2388.03,2388.06,8129.64,9040.54,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1397.36,522.08,554.5,8.407,23.3041,38.93,642.34,392,1588.75,2388.0,2388.11,8135.82,9042.57,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1404.74,522.21,553.76,8.3861,23.2773,39.13,642.67,394,1589.57,2388.11,2388.04,8133.47,9044.35,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1403.5,522.19,554.61,8.4161,23.3928,38.77,642.0,393,1588.51,2388.03,2388.09,8137.81,9051.77,1.3,518.67,100.0,2388,21.61,normal,train
47.47,1402.01,521.85,554.29,8.4214,23.3779,38.95,641.96,391,1586.29,2388.03,2387.99,8126.33,9042.52,1.3,518.67,100.0,2388,21.61,normal,train
47.24,1402.82,521.94,554.33,8.418,23.4388,39.16,642.51,393,1583.71,2388.01,2387.99,8128.35,9049.23,1.3,518.67,100.0,2388,21.61,normal,train
47.23,1397.18,521.31,554.42,8.4143,23.3733,39.22,642.15,391,1586.86,2388.02,2388.03,8137.16,9048.79,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1399.15,521.73,553.79,8.438,23.4223,38.93,642.23,392,1591.1,2388.03,2388.04,8126.9,9044.82,1.3,518.67,100.0,2388,21.61,normal,train
47.25,1395.62,521.58,553.72,8.412,23.4,38.85,642.24,393,1584.77,2388.04,2388.08,8127.75,9054.45,1.3,518.67,100.0,2388,21.61,normal,train
47.13,1403.2,521.87,553.99,8.4514,23.3667,39.12,642.21,392,1585.04,2388.07,2388.09,8122.81,9047.1,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1399.74,522.15,554.44,8.4141,23.424,38.95,642.81,391,1583.14,2388.08,2388.03,8130.05,9045.83,1.3,518.67,100.0,2388,21.61,normal,train
47.25,1402.24,522.48,554.3,8.4084,23.3311,38.79,642.03,392,1580.93,2388.05,2388.11,8124.86,9044.3,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1404.0,521.87,554.02,8.4194,23.3251,38.96,642.49,392,1584.89,2388.04,2388.05,8133.82,9038.27,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1399.17,522.31,554.33,8.3952,23.5181,38.98,642.15,393,1580.98,2388.03,2388.0,8130.49,9049.64,1.3,518.67,100.0,2388,21.61,normal,train
